"Report Date","Borough","Community Districts","Census Type","Adult Family Commercial Hotel","Adult Family Shelter","Adult Shelter","Adult Shelter Commercial Hotel","Family Cluster","Family with Children Commercial Hotel","Family with Children Shelter"
"02/28/2025","Brooklyn","17","Individuals",,,,,,"272","1,600"
"02/28/2025","Brooklyn","16","Individuals",,,"641","539",,"751","2,215"
"02/28/2025","Brooklyn","15","Individuals",,,,,,"401","185"
"02/28/2025","Brooklyn","14","Individuals",,,"390",,,"150","83"
"02/28/2025","Brooklyn","13","Individuals",,,,"75",,,"377"
"02/28/2025","Brooklyn","12","Individuals",,,"128",,,,"122"
"02/28/2025","Brooklyn","11","Individuals",,,,,,,
"02/28/2025","Brooklyn","10","Individuals",,,,,,,
"02/28/2025","Brooklyn","9","Individuals",,,"333",,,,"376"
"02/28/2025","Brooklyn","8","Individuals",,,"315","90",,"153","433"
"02/28/2025","Brooklyn","7","Individuals",,,"273","486",,"311","371"
"02/28/2025","Brooklyn","6","Individuals",,"107","674","271",,"341","503"
"02/28/2025","Brooklyn","5","Individuals",,,"1,058","238",,"903","527"
"02/28/2025","Brooklyn","4","Individuals",,,"200","140",,"62","814"
"02/28/2025","Brooklyn","3","Individuals",,,"631","328",,"462","370"
"02/28/2025","Brooklyn","2","Individuals",,"140","710",,,,"66"
"02/28/2025","Brooklyn","1","Individuals",,"174","1,019",,,"504",
"02/28/2025","Bronx","12","Individuals",,,"503",,,"596","817"
"02/28/2025","Bronx","11","Individuals",,,"196",,,,
"02/28/2025","Bronx","10","Individuals",,,,,,,"500"
"02/28/2025","Bronx","9","Individuals",,,"263",,,"246","1,475"
"02/28/2025","Bronx","8","Individuals",,,,,,,"471"
"02/28/2025","Bronx","7","Individuals",,,"613",,,"553","684"
"02/28/2025","Bronx","6","Individuals",,,"79",,,"1,146","1,770"
"02/28/2025","Bronx","5","Individuals",,"185","685",,,"131","1,043"
"02/28/2025","Bronx","4","Individuals",,,"432",,,"328","2,084"
"02/28/2025","Bronx","3","Individuals",,,"871","127",,,"1,234"
"02/28/2025","Bronx","2","Individuals",,"149",,,,,"744"
"02/28/2025","Bronx","1","Individuals",,,"517","243",,"197","1,146"
"01/31/2025","Bronx","3","Individuals",,,"860","122",,,"1,292"
"01/31/2025","Westchester",,"Individuals",,,,,,,
"01/31/2025","Staten Island","3","Individuals",,,,,,,
"01/31/2025","Staten Island","2","Individuals",,,"49",,,"406",
"01/31/2025","Staten Island","1","Individuals",,,"98","84",,"44","522"
"01/31/2025","Queens","14","Individuals",,"187","204",,,"488","165"
"01/31/2025","Queens","13","Individuals",,,"135","685",,"504","725"
"01/31/2025","Queens","12","Individuals","117","426","275","191",,"6,624","1,211"
"01/31/2025","Queens","11","Individuals",,,"74",,,"165",
"01/31/2025","Queens","10","Individuals",,,"173","163",,"674",
"01/31/2025","Queens","9","Individuals",,,"113",,,,
"01/31/2025","Queens","8","Individuals",,,"174",,,"162","288"
"01/31/2025","Queens","7","Individuals",,,"316",,,"64",
"01/31/2025","Queens","6","Individuals",,,"95",,,,"195"
"01/31/2025","Queens","5","Individuals",,,"195",,,,"236"
"01/31/2025","Queens","4","Individuals",,,,"92",,"106","506"
"01/31/2025","Queens","3","Individuals",,"192",,"168",,"1,839","686"
"01/31/2025","Queens","2","Individuals",,"233",,"306",,"956","266"
"01/31/2025","Queens","1","Individuals",,,"187","118",,"5,292","313"
"01/31/2025","Manhattan","12","Individuals",,,"313",,,,
"01/31/2025","Manhattan","11","Individuals",,,"1,154",,,,"494"
"01/31/2025","Manhattan","10","Individuals",,,"689",,,,"715"
"01/31/2025","Manhattan","9","Individuals",,,"30",,,,"687"
"01/31/2025","Manhattan","8","Individuals",,,"70",,,"533",
"01/31/2025","Manhattan","7","Individuals",,"110","101",,,"940","249"
"01/31/2025","Manhattan","6","Individuals",,,"622",,,"259","556"
"01/31/2025","Manhattan","5","Individuals",,"315","75","44",,"1,817","996"
"01/31/2025","Manhattan","4","Individuals",,,"374","196",,"1,282","360"
"01/31/2025","Manhattan","3","Individuals",,,"781","241",,"96","173"
"01/31/2025","Manhattan","2","Individuals",,,,,,"307",
"01/31/2025","Bronx","2","Individuals",,"147",,,,,"766"
"01/31/2025","Bronx","1","Individuals",,,"524","239",,"213","1,222"
"01/31/2025","Manhattan","1","Individuals",,,,,,"458",
"01/31/2025","Brooklyn","18","Individuals",,"342",,,,"314","790"
"01/31/2025","Brooklyn","17","Individuals",,,,,,"300","1,629"
"01/31/2025","Brooklyn","16","Individuals",,,"633","551",,"749","2,298"
"01/31/2025","Brooklyn","15","Individuals",,,,,,"419","188"
"01/31/2025","Brooklyn","14","Individuals",,,"383",,,"170","81"
"01/31/2025","Brooklyn","13","Individuals",,,,"76",,,"410"
"01/31/2025","Brooklyn","12","Individuals",,,"128",,,,"131"
"01/31/2025","Brooklyn","11","Individuals",,,,,,,
"01/31/2025","Brooklyn","10","Individuals",,,,,,,
"01/31/2025","Brooklyn","9","Individuals",,,"357",,,,"363"
"01/31/2025","Brooklyn","8","Individuals",,,"423","89",,"152","428"
"01/31/2025","Brooklyn","7","Individuals",,,"277","476",,"317","377"
"01/31/2025","Brooklyn","6","Individuals",,"113","671","277",,"344","531"
"01/31/2025","Brooklyn","5","Individuals",,,"1,072","239",,"947","490"
"01/31/2025","Brooklyn","4","Individuals",,,"199","141",,"70","829"
"01/31/2025","Brooklyn","3","Individuals",,,"635","327",,"434","400"
"01/31/2025","Brooklyn","2","Individuals",,"139","697",,,,"73"
"01/31/2025","Brooklyn","1","Individuals",,"168","1,108",,,"519",
"01/31/2025","Bronx","12","Individuals",,,"501",,,"566","800"
"01/31/2025","Bronx","11","Individuals",,,"183",,,,
"01/31/2025","Bronx","10","Individuals",,,,,,,"494"
"01/31/2025","Bronx","9","Individuals",,,"257",,,"256","1,529"
"01/31/2025","Bronx","8","Individuals",,,,,,,"477"
"01/31/2025","Bronx","7","Individuals",,,"620",,,"585","667"
"01/31/2025","Bronx","6","Individuals",,,"80",,,"1,131","1,750"
"01/31/2025","Bronx","5","Individuals",,"197","690",,,"132","1,085"
"01/31/2025","Bronx","4","Individuals",,,"431",,,"336","2,164"
"12/31/2024","Manhattan","1","Individuals",,,,,,"527",
"12/31/2024","Westchester",,"Individuals",,,,,,"70",
"12/31/2024","Staten Island","3","Individuals",,,,,,,
"12/31/2024","Staten Island","2","Individuals",,,"50",,,"481",
"12/31/2024","Staten Island","1","Individuals",,,"98","106",,"55","532"
"12/31/2024","Queens","14","Individuals",,"193","191",,,"528","157"
"12/31/2024","Queens","13","Individuals",,,"133","703",,"529","765"
"12/31/2024","Queens","12","Individuals","103","376","275","191",,"6,701","1,368"
"12/31/2024","Queens","11","Individuals",,,"70",,,"161",
"12/31/2024","Queens","10","Individuals",,,"170","152",,"680",
"12/31/2024","Queens","9","Individuals",,,"109",,,,
"12/31/2024","Queens","8","Individuals",,,"171",,,"167","301"
"12/31/2024","Queens","7","Individuals",,,"319",,,"79",
"12/31/2024","Queens","6","Individuals",,,"94",,,,"145"
"12/31/2024","Queens","5","Individuals",,,"196",,,,"232"
"12/31/2024","Queens","4","Individuals",,,,"86",,"120","487"
"12/31/2024","Queens","3","Individuals",,"194",,"165",,"1,905","739"
"12/31/2024","Queens","2","Individuals",,"219",,"351",,"962","280"
"12/31/2024","Queens","1","Individuals",,,"180","111",,"5,471","313"
"12/31/2024","Manhattan","12","Individuals",,,"305",,,,
"12/31/2024","Manhattan","11","Individuals",,,"1,156",,,,"529"
"12/31/2024","Manhattan","10","Individuals",,,"685",,,,"616"
"12/31/2024","Manhattan","9","Individuals",,,"31",,,,"673"
"12/31/2024","Manhattan","8","Individuals",,,"67",,,"515",
"12/31/2024","Manhattan","7","Individuals",,"108","97",,,"940","348"
"12/31/2024","Manhattan","6","Individuals",,,"682",,,"257","534"
"12/31/2024","Manhattan","5","Individuals",,"299","76","43",,"1,823","985"
"12/31/2024","Manhattan","4","Individuals",,,"362","192",,"1,296","355"
"12/31/2024","Manhattan","3","Individuals",,,"755","238",,"106","92"
"12/31/2024","Manhattan","2","Individuals",,,,,,"296",
"12/31/2024","Brooklyn","18","Individuals",,"341",,,,"329","819"
"12/31/2024","Brooklyn","17","Individuals",,,,,,"319","1,600"
"12/31/2024","Brooklyn","16","Individuals",,,"650","562",,"808","2,376"
"12/31/2024","Brooklyn","15","Individuals",,,,,,"425","182"
"12/31/2024","Brooklyn","14","Individuals",,,"365",,,"173","90"
"12/31/2024","Brooklyn","13","Individuals",,,,"74",,,"417"
"12/31/2024","Brooklyn","12","Individuals",,,"125",,,,"134"
"12/31/2024","Brooklyn","11","Individuals",,,,,,,
"12/31/2024","Brooklyn","10","Individuals",,,,,,,
"12/31/2024","Brooklyn","9","Individuals",,,"357",,,,"348"
"12/31/2024","Brooklyn","8","Individuals",,,"116","90",,"145","400"
"12/31/2024","Brooklyn","7","Individuals",,,"272","474",,"327","389"
"12/31/2024","Brooklyn","6","Individuals",,"107","677","282",,"415","520"
"12/31/2024","Brooklyn","5","Individuals",,,"1,050","238",,"975","458"
"12/31/2024","Brooklyn","4","Individuals",,,"200","139",,"72","838"
"12/31/2024","Brooklyn","3","Individuals",,,"624","310",,"462","415"
"12/31/2024","Brooklyn","2","Individuals",,"125","691",,,,"67"
"12/31/2024","Brooklyn","1","Individuals",,"172","1,077",,,"545",
"12/31/2024","Bronx","12","Individuals",,,"496",,,"538","803"
"12/31/2024","Bronx","11","Individuals",,,"144",,,,
"12/31/2024","Bronx","10","Individuals",,,,,,,"543"
"12/31/2024","Bronx","9","Individuals",,,"264",,,"279","1,550"
"12/31/2024","Bronx","8","Individuals",,,,,,,"406"
"12/31/2024","Bronx","7","Individuals",,,"616",,,"622","569"
"12/31/2024","Bronx","6","Individuals",,,"69",,,"1,065","1,801"
"12/31/2024","Bronx","5","Individuals",,"199","688",,,"134","1,081"
"12/31/2024","Bronx","4","Individuals",,,"411",,,"330","2,143"
"12/31/2024","Bronx","3","Individuals",,,"720","123",,,"1,249"
"12/31/2024","Bronx","2","Individuals",,"165",,,,,"743"
"12/31/2024","Bronx","1","Individuals",,,"528","253",,"207","1,213"
"11/30/2024","Manhattan","1","Individuals",,,,,,"541",
"11/30/2024","Westchester",,"Individuals",,,,,,"78",
"11/30/2024","Staten Island","3","Individuals",,,,,,,
"11/30/2024","Staten Island","2","Individuals",,,"49",,,"522",
"11/30/2024","Staten Island","1","Individuals",,,"99","99",,"57","552"
"11/30/2024","Queens","14","Individuals",,"201","201",,,"542","165"
"11/30/2024","Queens","13","Individuals",,,"131","664",,"548","802"
"11/30/2024","Queens","12","Individuals","76","345","277","187",,"6,895","1,396"
"11/30/2024","Queens","11","Individuals",,,"74",,,"182",
"11/30/2024","Queens","10","Individuals",,,"174","168",,"666",
"11/30/2024","Queens","9","Individuals",,,"112",,,,
"11/30/2024","Queens","8","Individuals",,,"172",,,"165","297"
"11/30/2024","Queens","7","Individuals",,,"332",,,"86",
"11/30/2024","Queens","6","Individuals",,,"96",,,,"86"
"11/30/2024","Queens","5","Individuals",,,"199",,,,"224"
"11/30/2024","Queens","4","Individuals",,,,"89",,"145","508"
"11/30/2024","Queens","3","Individuals",,"206",,"164",,"1,873","749"
"11/30/2024","Queens","2","Individuals",,"218",,"259",,"965","278"
"11/30/2024","Queens","1","Individuals",,,"187","106",,"5,620","320"
"11/30/2024","Manhattan","12","Individuals",,,"315",,,,
"11/30/2024","Manhattan","11","Individuals",,,"1,176",,,,"537"
"11/30/2024","Manhattan","10","Individuals",,,"626",,,,"618"
"11/30/2024","Manhattan","9","Individuals",,,"32",,,,"684"
"11/30/2024","Manhattan","8","Individuals",,,"69",,,"500",
"11/30/2024","Manhattan","7","Individuals",,"110","95",,,"951","344"
"11/30/2024","Manhattan","6","Individuals",,,"692",,,"262","487"
"11/30/2024","Manhattan","5","Individuals",,"302","77","40",,"1,853","982"
"11/30/2024","Manhattan","4","Individuals",,,"384","196",,"1,326","382"
"11/30/2024","Manhattan","3","Individuals",,,"758","235",,"105","107"
"11/30/2024","Manhattan","2","Individuals",,,,,,"305",
"11/30/2024","Brooklyn","18","Individuals",,"359",,,,"321","857"
"11/30/2024","Brooklyn","17","Individuals",,,,,,"292","1,616"
"11/30/2024","Brooklyn","16","Individuals",,,"661","560",,"770","2,402"
"11/30/2024","Brooklyn","15","Individuals",,,,,,"429","187"
"11/30/2024","Brooklyn","14","Individuals",,,"391",,,"173","88"
"11/30/2024","Brooklyn","13","Individuals",,,,"74",,,"411"
"11/30/2024","Brooklyn","12","Individuals",,,"124",,,,"138"
"11/30/2024","Brooklyn","11","Individuals",,,,,,,
"11/30/2024","Brooklyn","10","Individuals",,,,,,,
"11/30/2024","Brooklyn","9","Individuals",,,"352",,,,"326"
"11/30/2024","Brooklyn","8","Individuals",,,"241","90",,"144","355"
"11/30/2024","Brooklyn","7","Individuals",,,"244","472",,"308","378"
"11/30/2024","Brooklyn","6","Individuals",,"113","681","280",,"407","517"
"11/30/2024","Brooklyn","5","Individuals",,,"1,087","244",,"968","494"
"11/30/2024","Brooklyn","4","Individuals","0",,"200","139",,"64","848"
"11/30/2024","Brooklyn","3","Individuals",,,"629","352",,"387","433"
"11/30/2024","Brooklyn","2","Individuals",,"152","709",,,,"74"
"11/30/2024","Brooklyn","1","Individuals",,"168","1,088",,,"525",
"11/30/2024","Bronx","12","Individuals",,,"505",,,"551","802"
"11/30/2024","Bronx","11","Individuals",,,,,,,
"11/30/2024","Bronx","10","Individuals",,,,,,,"557"
"11/30/2024","Bronx","9","Individuals",,,"264",,,"275","1,528"
"11/30/2024","Bronx","8","Individuals",,,,,,,"421"
"11/30/2024","Bronx","7","Individuals",,,"626",,,"618","569"
"11/30/2024","Bronx","6","Individuals",,,"78",,,"1,149","1,828"
"11/30/2024","Bronx","5","Individuals",,"171","682",,,"137","1,099"
"11/30/2024","Bronx","4","Individuals",,,"423",,,"324","2,133"
"11/30/2024","Bronx","3","Individuals",,,"819","124",,,"1,278"
"11/30/2024","Bronx","2","Individuals",,"154",,,,,"790"
"11/30/2024","Bronx","1","Individuals",,,"522","259",,"216","1,243"
"10/31/2024","Bronx","2","Individuals",,"168",,,,,"780"
"10/31/2024","Westchester",,"Individuals",,,,,,"77",
"10/31/2024","Staten Island","3","Individuals",,,,,,,
"10/31/2024","Staten Island","2","Individuals",,,"48",,,"562",
"10/31/2024","Staten Island","1","Individuals",,,"87","81",,"49","552"
"10/31/2024","Queens","14","Individuals",,"210","182",,,"556","149"
"10/31/2024","Queens","13","Individuals",,,"136","610",,"535","854"
"10/31/2024","Queens","12","Individuals","75","326","270","179",,"6,770","1,377"
"10/31/2024","Queens","11","Individuals",,,"69",,,"150",
"10/31/2024","Queens","10","Individuals",,,"170","162",,"692",
"10/31/2024","Queens","9","Individuals",,,"112",,,,
"10/31/2024","Queens","8","Individuals",,,"169",,,"154","282"
"10/31/2024","Queens","7","Individuals",,,"327",,,"86",
"10/31/2024","Queens","6","Individuals",,,"91",,,,
"10/31/2024","Queens","5","Individuals",,,"197",,,,"246"
"10/31/2024","Queens","4","Individuals",,,,"87",,"146","524"
"10/31/2024","Queens","3","Individuals",,"208",,"164",,"1,878","763"
"10/31/2024","Queens","2","Individuals",,"218",,"253",,"948","281"
"10/31/2024","Queens","1","Individuals",,,"182","117",,"5,501","319"
"10/31/2024","Manhattan","12","Individuals",,,"314",,,,
"10/31/2024","Manhattan","11","Individuals",,,"1,181",,,,"529"
"10/31/2024","Manhattan","10","Individuals",,,"692",,,,"581"
"10/31/2024","Manhattan","9","Individuals",,,"33",,,,"692"
"10/31/2024","Manhattan","8","Individuals",,,"70",,,"527",
"10/31/2024","Manhattan","7","Individuals",,"108","100",,,"963","356"
"10/31/2024","Manhattan","6","Individuals",,,"702",,,"260","512"
"10/31/2024","Manhattan","5","Individuals",,"264","77","40",,"1,976","977"
"10/31/2024","Manhattan","4","Individuals",,,"382","193",,"1,269","384"
"10/31/2024","Manhattan","3","Individuals",,,"773","239",,"97","99"
"10/31/2024","Manhattan","2","Individuals",,,,,,"281",
"10/31/2024","Bronx","1","Individuals",,,"525","261",,"225","1,241"
"10/31/2024","Manhattan","1","Individuals",,,,,,"552",
"10/31/2024","Brooklyn","18","Individuals",,"370",,,,"296","801"
"10/31/2024","Brooklyn","17","Individuals",,,,,,"273","1,640"
"10/31/2024","Brooklyn","16","Individuals",,,"652","554",,"722","2,397"
"10/31/2024","Brooklyn","15","Individuals",,,,,,"423","194"
"10/31/2024","Brooklyn","14","Individuals",,,"388",,,"180","90"
"10/31/2024","Brooklyn","13","Individuals",,,,"71",,,"424"
"10/31/2024","Brooklyn","12","Individuals",,,"120",,,,"142"
"10/31/2024","Brooklyn","11","Individuals",,,,,,,
"10/31/2024","Brooklyn","10","Individuals",,,,,,,
"10/31/2024","Brooklyn","9","Individuals",,,"358",,,,"330"
"10/31/2024","Brooklyn","8","Individuals",,,"317","89",,"141","374"
"10/31/2024","Brooklyn","7","Individuals",,,"272","462",,"299","387"
"10/31/2024","Brooklyn","6","Individuals",,"111","677","279",,"394","559"
"10/31/2024","Brooklyn","5","Individuals",,,"1,092","242",,"963","513"
"10/31/2024","Brooklyn","4","Individuals","0",,"200","136",,"72","831"
"10/31/2024","Brooklyn","3","Individuals",,,"620","345",,"417","429"
"10/31/2024","Brooklyn","2","Individuals",,"146","721",,,,"75"
"10/31/2024","Brooklyn","1","Individuals",,"157","1,063",,,"537",
"10/31/2024","Bronx","12","Individuals",,,"501",,,"556","805"
"10/31/2024","Bronx","11","Individuals",,,,,,,
"10/31/2024","Bronx","10","Individuals",,,,,,,"566"
"10/31/2024","Bronx","9","Individuals",,,"263",,,"231","1,535"
"10/31/2024","Bronx","8","Individuals",,,,,,,"394"
"10/31/2024","Bronx","7","Individuals",,,"617",,,"607","433"
"10/31/2024","Bronx","6","Individuals",,,"85",,,"1,076","2,015"
"10/31/2024","Bronx","5","Individuals",,"181","681",,,"147","1,398"
"10/31/2024","Bronx","4","Individuals",,,"428",,,"316","2,222"
"10/31/2024","Bronx","3","Individuals",,,"803","126",,,"1,285"
"09/30/2024","Manhattan","1","Individuals",,,,,,"578",
"09/30/2024","Westchester",,"Individuals",,,,,,"115",
"09/30/2024","Staten Island","3","Individuals",,,,,,,
"09/30/2024","Staten Island","2","Individuals",,,"46",,,"594",
"09/30/2024","Staten Island","1","Individuals",,,"89","67",,"55","491"
"09/30/2024","Queens","14","Individuals",,"198","104",,,"528","167"
"09/30/2024","Queens","13","Individuals",,,"134","627",,"547","836"
"09/30/2024","Queens","12","Individuals","81","336","266","164",,"6,952","1,389"
"09/30/2024","Queens","11","Individuals",,,"73",,,"169",
"09/30/2024","Queens","10","Individuals",,,"168","148",,"677",
"09/30/2024","Queens","9","Individuals",,,"106",,,,
"09/30/2024","Queens","8","Individuals",,,"168",,,"170","278"
"09/30/2024","Queens","7","Individuals",,,"330",,,"86",
"09/30/2024","Queens","6","Individuals",,,"87",,,,
"09/30/2024","Queens","5","Individuals",,,"199",,,,"234"
"09/30/2024","Queens","4","Individuals",,,,"89",,"158","542"
"09/30/2024","Queens","3","Individuals",,"218",,"163",,"1,924","787"
"09/30/2024","Queens","2","Individuals",,"216",,"260",,"947","296"
"09/30/2024","Queens","1","Individuals",,,"190","95",,"5,704","362"
"09/30/2024","Manhattan","12","Individuals",,,"305",,,,
"09/30/2024","Manhattan","11","Individuals",,,"1,155",,,,"557"
"09/30/2024","Manhattan","10","Individuals",,,"696",,,,"582"
"09/30/2024","Manhattan","9","Individuals",,,"29",,,,"691"
"09/30/2024","Manhattan","8","Individuals",,,"70",,,"541",
"09/30/2024","Manhattan","7","Individuals",,"114","101",,,"970","348"
"09/30/2024","Manhattan","6","Individuals",,,"518",,,"263","563"
"09/30/2024","Manhattan","5","Individuals",,"256","78","44",,"2,098","1,003"
"09/30/2024","Manhattan","4","Individuals",,,"381","200",,"1,292","387"
"09/30/2024","Manhattan","3","Individuals",,,"770","242",,"98","107"
"09/30/2024","Manhattan","2","Individuals",,,,,,"311",
"09/30/2024","Brooklyn","18","Individuals",,"353",,,,"316","828"
"09/30/2024","Brooklyn","17","Individuals",,,,,,"288","1,590"
"09/30/2024","Brooklyn","16","Individuals",,,"643","553",,"776","2,420"
"09/30/2024","Brooklyn","15","Individuals",,,,,,"432","196"
"09/30/2024","Brooklyn","14","Individuals",,,"392",,,"177","88"
"09/30/2024","Brooklyn","13","Individuals",,,,"72",,,"407"
"09/30/2024","Brooklyn","12","Individuals",,,"122",,,,"135"
"09/30/2024","Brooklyn","11","Individuals",,,,,,,
"09/30/2024","Brooklyn","10","Individuals",,,,,,,
"09/30/2024","Brooklyn","9","Individuals",,,"317",,,,"346"
"09/30/2024","Brooklyn","8","Individuals",,,"261","89",,"139","388"
"09/30/2024","Brooklyn","7","Individuals",,,"281","392",,"301","349"
"09/30/2024","Brooklyn","6","Individuals",,"107","637","282",,"393","578"
"09/30/2024","Brooklyn","5","Individuals",,,"1,068","243",,"970","504"
"09/30/2024","Brooklyn","4","Individuals",,,"196","138",,"74","777"
"09/30/2024","Brooklyn","3","Individuals",,,"577","338",,"437","439"
"09/30/2024","Brooklyn","2","Individuals",,"137","717",,,,"74"
"09/30/2024","Brooklyn","1","Individuals",,"166","1,006",,,"534",
"09/30/2024","Bronx","12","Individuals",,,"502",,,"600","810"
"09/30/2024","Bronx","11","Individuals",,,,,,,
"09/30/2024","Bronx","10","Individuals",,,,,,,"566"
"09/30/2024","Bronx","9","Individuals",,,"262",,,"251","1,518"
"09/30/2024","Bronx","8","Individuals",,,,,,,"380"
"09/30/2024","Bronx","7","Individuals",,,"606",,,"653","408"
"09/30/2024","Bronx","6","Individuals",,,"80",,,"1,095","1,948"
"09/30/2024","Bronx","5","Individuals",,"173","691",,,"152","1,468"
"09/30/2024","Bronx","4","Individuals",,,"422",,,"311","2,169"
"09/30/2024","Bronx","3","Individuals",,,"801","124",,,"1,269"
"09/30/2024","Bronx","2","Individuals",,"145",,,,,"802"
"09/30/2024","Bronx","1","Individuals",,,"524","242",,"228","1,231"
"08/31/2024","Manhattan","1","Individuals",,,,,,"592",
"08/31/2024","Westchester",,"Individuals",,,,,,"132",
"08/31/2024","Staten Island","3","Individuals",,,,,,,
"08/31/2024","Staten Island","2","Individuals",,,"49",,,"659",
"08/31/2024","Staten Island","1","Individuals",,,"78","51",,"60","443"
"08/31/2024","Queens","14","Individuals",,"196","103",,,"532","166"
"08/31/2024","Queens","13","Individuals",,,"134","617",,"554","876"
"08/31/2024","Queens","12","Individuals","85","350","256","255",,"6,995","1,403"
"08/31/2024","Queens","11","Individuals",,,"72",,,"175",
"08/31/2024","Queens","10","Individuals",,,"170","156",,"683",
"08/31/2024","Queens","9","Individuals",,,"112",,,,
"08/31/2024","Queens","8","Individuals",,,"169",,,"175","290"
"08/31/2024","Queens","7","Individuals",,,"329",,,"83",
"08/31/2024","Queens","6","Individuals",,,"86",,,,
"08/31/2024","Queens","5","Individuals",,,"187",,,,"242"
"08/31/2024","Queens","4","Individuals",,,,"90",,"152","517"
"08/31/2024","Queens","3","Individuals",,"190",,"162",,"1,921","744"
"08/31/2024","Queens","2","Individuals",,"218",,"244",,"968","291"
"08/31/2024","Queens","1","Individuals",,,"185","92",,"5,772","356"
"08/31/2024","Manhattan","12","Individuals",,,"309",,,,
"08/31/2024","Manhattan","11","Individuals",,,"1,185",,,,"551"
"08/31/2024","Manhattan","10","Individuals",,,"685",,,,"622"
"08/31/2024","Manhattan","9","Individuals",,,"27",,,,"709"
"08/31/2024","Manhattan","8","Individuals",,,"68",,,"536",
"08/31/2024","Manhattan","7","Individuals",,"106","95",,,"973","331"
"08/31/2024","Manhattan","6","Individuals",,,"359",,,"257","584"
"08/31/2024","Manhattan","5","Individuals",,"264","76","43",,"2,177","1,047"
"08/31/2024","Manhattan","4","Individuals",,,"384","198",,"1,381","381"
"08/31/2024","Manhattan","3","Individuals",,,"768","242",,"108","111"
"08/31/2024","Manhattan","2","Individuals",,,,,,"317",
"08/31/2024","Brooklyn","18","Individuals",,"356",,,,"333","860"
"08/31/2024","Brooklyn","17","Individuals",,,,,,"316","1,590"
"08/31/2024","Brooklyn","16","Individuals",,,"646","556",,"831","2,370"
"08/31/2024","Brooklyn","15","Individuals",,,,,,"448","189"
"08/31/2024","Brooklyn","14","Individuals",,,"395",,,"181","92"
"08/31/2024","Brooklyn","13","Individuals",,,,"76",,,"363"
"08/31/2024","Brooklyn","12","Individuals",,,"121",,,,"129"
"08/31/2024","Brooklyn","11","Individuals",,,,,,,
"08/31/2024","Brooklyn","10","Individuals",,,,,,,
"08/31/2024","Brooklyn","9","Individuals",,,"339",,,,"344"
"08/31/2024","Brooklyn","8","Individuals",,,"196","90",,"145","384"
"08/31/2024","Brooklyn","7","Individuals",,,"272","391",,"341","363"
"08/31/2024","Brooklyn","6","Individuals",,"107","682","278",,"399","571"
"08/31/2024","Brooklyn","5","Individuals",,,"1,078","233",,"1,026","524"
"08/31/2024","Brooklyn","4","Individuals",,,"200","133",,,"767"
"08/31/2024","Brooklyn","3","Individuals",,,"364","356",,"486","407"
"08/31/2024","Brooklyn","2","Individuals",,"172","705",,,,"75"
"08/31/2024","Brooklyn","1","Individuals",,"162","1,016",,,"546",
"08/31/2024","Bronx","12","Individuals",,,"497",,,"637","769"
"08/31/2024","Bronx","11","Individuals",,,,,,,
"08/31/2024","Bronx","10","Individuals",,,,,,,"540"
"08/31/2024","Bronx","9","Individuals",,,"262",,,"275","1,568"
"08/31/2024","Bronx","8","Individuals",,,,,,,"183"
"08/31/2024","Bronx","7","Individuals",,,"618",,,"668","418"
"08/31/2024","Bronx","6","Individuals",,,"77",,,"1,112","1,986"
"08/31/2024","Bronx","5","Individuals",,"133","682",,,"156","1,562"
"08/31/2024","Bronx","4","Individuals",,,"428",,,"327","2,122"
"08/31/2024","Bronx","3","Individuals",,,"799","119",,,"1,356"
"08/31/2024","Bronx","2","Individuals",,"143",,,,,"760"
"08/31/2024","Bronx","1","Individuals",,,"526","252",,"238","1,238"
"07/31/2024","Bronx","5","Individuals",,"169","677",,,"155","1,559"
"07/31/2024","Westchester",,"Individuals",,,,,,"145",
"07/31/2024","Staten Island","3","Individuals",,,,,,,
"07/31/2024","Staten Island","2","Individuals",,,"45",,,"654",
"07/31/2024","Staten Island","1","Individuals",,,"75","53",,"53","390"
"07/31/2024","Queens","14","Individuals",,"210","107",,,"559","169"
"07/31/2024","Queens","13","Individuals",,,"135","608",,"541","793"
"07/31/2024","Queens","12","Individuals","93","345","257","278",,"7,135","1,348"
"07/31/2024","Queens","11","Individuals",,,"72",,,"168",
"07/31/2024","Queens","10","Individuals",,,"167","159",,"625",
"07/31/2024","Queens","9","Individuals",,,"107",,,,
"07/31/2024","Queens","8","Individuals",,,"170",,,"175","282"
"07/31/2024","Queens","7","Individuals",,,"328",,,"86",
"07/31/2024","Queens","6","Individuals",,,"61",,,,
"07/31/2024","Queens","5","Individuals",,,"198",,,,"240"
"07/31/2024","Queens","4","Individuals",,,,"90",,"145","510"
"07/31/2024","Queens","3","Individuals",,"164",,"161",,"1,972","730"
"07/31/2024","Queens","2","Individuals",,"240",,"230",,"1,009","297"
"07/31/2024","Queens","1","Individuals",,,"183","98",,"5,611","344"
"07/31/2024","Manhattan","12","Individuals",,,"308",,,,
"07/31/2024","Manhattan","11","Individuals",,,"1,203",,,,"534"
"07/31/2024","Manhattan","10","Individuals",,,"692",,,,"592"
"07/31/2024","Manhattan","9","Individuals",,,"25",,,,"694"
"07/31/2024","Manhattan","8","Individuals",,,"69",,,"547",
"07/31/2024","Manhattan","7","Individuals",,"94","98",,,"996","346"
"07/31/2024","Manhattan","6","Individuals",,,"289",,,"251","561"
